Year,Show,Season,User_Ratings,Audience_Score,Critic_Ratings,Tomatometer
1993,The Simpsons,5,195,95,5,100
1994,The Simpsons,6,191,97,7,100
1995,The Simpsons,7,163,97,6,100
1996,The Simpsons,8,174,97,7,100
1997,The Simpsons,9,153,93,6,67
1998,The Simpsons,10,144,90,5,100
2000,The Simpsons,12,125,77,5,80
2001,The Simpsons,13,119,78,7,86
2003,The Simpsons,15,125,77,5,80
2008,The Simpsons,20,99,71,5,80
2009,Archer,1,503,95,20,95
2011,Archer,2,360,96,14,100
2012,Archer,3,331,96,11,91
2013,Archer,4,332,95,21,95
2014,Archer,5,545,90,12,100
2015,Archer,6,326,96,11,91
2016,Archer,7,224,89,13,100
2017,Archer,8,219,66,14,86
2018,Archer,9,192,59,12,67
2019,Archer,10,73,73,11,91
2020,Archer,11,24,83,5,80
1999,Family Guy,1,307,74,12,42
2005,Family Guy,4,207,73,5,80
2007,Family Guy,6,171,65,5,60
2010,Family Guy,9,171,60,6,83
2011,Family Guy,10,173,55,6,50
2012,Family Guy,11,205,53,7,100
2014,Family Guy,13,223,64,7,71
2015,Family Guy,14,124,57,5,60
2017,Family Guy,16,140,66,5,100
2016,My Hero Academia,1,92,89,9,100
2018,My Hero Academia,3,62,97,9,100
2019,My Hero Academia,4,46,80,5,100
2019,Demon Slayer: Kimetsu No Yaiba,1,88,89,6,100
2007,Death Note,1,332,95,14,100
2014,Star Wars Rebels,1,786,76,12,92
2015,Star Wars Rebels,2,562,84,6,100
2016,Star Wars Rebels,3,489,83,6,100
2017,Star Wars Rebels,4,382,82,10,100
2017,DuckTales,1,30,93,11,100
2009,Fullmetal Alchemist: Brotherhood,1,106,93,13,100
2019,Harley Quinn,1,470,86,32,88
2020,Harley Quinn,2,95,89,17,100
2015,One Punch Man,1,114,94,12,100
2021,Star Trek: Lower Decks,1,434,42,40,65
2020,Kipo and the Age of Wonderbeasts,1,111,95,9,100
2020,Kipo and the Age of Wonderbeasts,2,29,93,9,100
2020,Kipo and the Age of Wonderbeasts,3,15,100,6,100
2014,The Seven Deadly Sins,1,107,79,8,75
2020,Adventure Time,1,6,67,11,91
1997,King of the Hill,1,15,73,17,82
2000,King of the Hill,5,7,71,5,100
2008,King of the Hill,13,8,57,7,100
2012,Sword Art Online,1,83,68,5,100
2007,Phineas and Ferb,1,40,94,7,100
2012,Phineas and Ferb,4,21,90,5,100
2019,Modern Love,1,171,85,63,75
2018,A Million Little Things,1,339,86,32,53
1998,That '70s Show,1,53,84,7,86
2018,The End of the F***ing World,1,4032,91,52,96
2019,The End of the F***ing World,2,574,89,35,91
2017,Big Mouth,1,1282,77,23,100
2018,Big Mouth,2,977,81,33,100
2019,Big Mouth,3,110,81,28,96
2006,Eureka,1,71,91,17,59
2010,Eureka,4,37,81,13,85
2012,Eureka,5,46,88,9,100
1993,The Nanny,1,12,73,11,91
2017,Will & Grace,1,82,83,32,56
1964,Bewitched,1,8,71,6,100
2017,Happy Endings,1,757,94,35,80
2018,Happy Endings,2,207,84,8,88
2012,Last Tango in Halifax,1,71,97,16,94
2013,Last Tango in Halifax,2,79,85,6,100
2015,Last Tango in Halifax,3,58,90,7,100
2015,The Last Man on Earth,1,909,79,50,84
2015,The Last Man on Earth,2,272,84,14,86
2016,The Last Man on Earth,3,124,79,9,78
2017,The Last Man on Earth,4,113,78,12,92
2016,Love,1,887,86,46,87
2017,Love,2,239,85,27,96
2018,Love,3,159,87,11,100
1988,The Wonder Years,1,16,88,8,100
1992,The Wonder Years,6,9,78,7,100
2007,iCarly,1,12,91,6,100
1997,Ally McBeal,1,13,82,32,84
1998,Ally McBeal,2,10,80,8,38
1999,Ally McBeal,3,9,62,8,38
2000,Ally McBeal,4,8,62,8,100
2001,Ally McBeal,5,8,62,17,47
2019,The Mandalorian,1,7621,93,35,93
2020,The Mandalorian,2,267,92,52,94
2019,The Witcher,1,19742,92,88,67
2019,His Dark Materials,1,1256,81,96,80
2019,The Boys,1,3629,91,101,84
2020,The Boys,2,1639,79,95,97
2017,Star Trek: Discovery,1,8604,50,72,82
2019,Star Trek: Discovery,2,2644,36,30,81
2020,Star Trek: Discovery,3,202,53,29,93
2020,Star Trek: Picard,1,2553,56,66,86
2018,Britannia,1,256,68,37,76
2019,Britannia,2,7,86,7,100
2020,The Outsider,1,873,83,67,91
2019,Carnival Row,1,1443,87,67,55
2018,The Outpost,1,257,88,10,50
2018,Charmed,1,139,36,31,71
2013,Reign,1,430,85,52,58
2014,Reign,2,312,83,7,100
2015,Reign,3,134,88,5,100
2017,American Gods,1,2117,85,89,92
2019,American Gods,2,348,64,27,60
2007,Chuck,1,264,92,27,89
2008,Chuck,2,200,96,10,100
2010,Chuck,3,187,91,17,88
2010,Chuck,4,178,85,20,75
2011,Chuck,5,265,90,21,100
2019,L.A.'s Finest,1,99,63,17,24
2018,Barry,1,1258,89,81,98
2019,Barry,2,898,91,41,100
2016,Lethal Weapon,1,416,91,42,67
2017,Lethal Weapon,2,164,93,5,100
2018,Lethal Weapon,3,421,44,5,100
2019,Wayne,1,274,98,10,100
2017,S.W.A.T.,1,240,69,27,48
2019,Batwoman,1,8093,13,50,80
2017,The Orville,1,8884,94,53,30
2018,The Orville,2,2113,94,14,100
2016,Star Trek: Enterprise,1,182,75,37,35
2014,Black Sails,1,782,79,49,65
2015,Black Sails,2,772,91,8,100
2017,Black Sails,4,250,78,10,80
2020,Cursed,1,1101,52,52,67
2009,Merlin,1,189,82,22,55
2011,Merlin,3,110,90,7,86
2012,Merlin,4,115,86,6,100
2012,Merlin,5,26,96,10,100
2002,Firefly,1,737,97,41,76
2016,Dirk Gently's Holistic Detective Agency,1,966,96,28,71
2017,Dirk Gently's Holistic Detective Agency,2,546,93,12,100
2015,Z Nation,1,78,86,39,69
2018,Disenchantment,1,1020,75,89,62
1966,Batman,1,59,82,19,95
1967,Batman,3,56,73,12,92
2018,She-Ra and the Princesses of Power,1,3191,73,24,100
2019,She-Ra and the Princesses of Power,2,309,90,13,85
2019,She-Ra and the Princesses of Power,3,185,90,9,100
2019,She-Ra and the Princesses of Power,4,209,94,11,100
2020,She-Ra and the Princesses of Power,5,150,93,13,100
2014,The Librarians,1,327,79,19,79
2015,The Librarians,2,76,89,5,100
2020,The Owl House,1,76,91,6,100
2016,The Tick,1,525,90,63,90
2019,The Tick,2,205,96,11,100
2019,Daybreak,1,742,66,33,70
2017,Happy!,1,757,94,35,80
2018,Happy!,2,207,84,8,88
2017,Dragon Ball Super,1,95,65,8,63
2018,Dragon Ball Super,4,10,56,6,100
2018,Dragon Ball Super,5,17,67,11,100
2003,Arrested Development,1,597,96,23,100
2004,Arrested Development,2,429,98,18,94
2005,Arrested Development,3,402,97,10,100
2013,Arrested Development,4,420,76,34,79
2018,Arrested Development,5,302,64,52,56
2018,The Rookie,1,424,93,22,68
2016,Fleabag,1,1177,93,40,100
2019,Fleabag,2,1192,93,94,100
2018,Who Is America?,1,218,85,67,57
2000,Curb Your Enthusiasm,1,203,95,18,89
2001,Curb Your Enthusiasm,2,123,96,8,100
2002,Curb Your Enthusiasm,3,113,97,10,100
2004,Curb Your Enthusiasm,4,100,99,14,93
2005,Curb Your Enthusiasm,5,95,97,11,100
2007,Curb Your Enthusiasm,6,96,99,15,87
2009,Curb Your Enthusiasm,7,96,98,32,97
2011,Curb Your Enthusiasm,8,145,97,25,92
2017,Curb Your Enthusiasm,9,220,88,47,74
2020,Curb Your Enthusiasm,10,156,87,20,95
2013,Mom,1,167,84,40,70
2014,Mom,2,86,90,8,88
2015,Mom,3,52,86,11,100
2014,Jane the Virgin,1,1349,87,51,100
2015,Jane the Virgin,2,377,91,12,100
2016,Jane the Virgin,3,218,88,14,100
2017,Jane the Virgin,4,235,88,20,100
2019,Jane the Virgin,5,218,71,22,100
2018,Good Girls,1,393,89,51,63
2019,Good Girls,2,197,90,8,100
2020,Good Girls,3,85,56,6,100
2016,Letterkenny,1,47,96,6,100
2011,Last Man Standing,1,170,77,37,14
2012,Last Man Standing,2,119,80,5,40
2018,Last Man Standing,7,324,89,12,58
2002,Monk,1,36,93,14,100
2003,Monk,2,21,85,8,100
2007,Monk,6,18,88,6,83
2009,Monk,8,24,96,11,82
1982,Cheers,1,49,88,12,100
1983,Cheers,2,28,93,10,100
2020,Upload,1,882,87,55,87
2017,One Day at a Time,1,32,88,34,97
2018,One Day at a Time,2,287,95,29,100
2019,One Day at a Time,3,29,97,29,100
2020,One Day at a Time,4,72,83,20,100
1987,Married... with Children,1,8,100,7,86
2017,Young Sheldon,1,762,73,46,76
2019,Ghosts,1,13,85,10,90
2009,White Collar,1,224,94,27,96
2010,White Collar,2,120,93,13,100
2011,White Collar,3,110,93,10,100
2012,White Collar,4,114,91,12,100
2013,White Collar,5,203,92,6,83
2014,White Collar,6,137,93,5,100
2018,The Conners,1,589,39,54,93
2019,The Conners,2,121,37,7,86
2019,Dead to Me,1,479,93,50,86
2020,Dead to Me,2,343,87,38,95
2020,The Great,1,358,84,77,88
1996,Everybody Loves Raymond,1,14,62,16,88
2004,Everybody Loves Raymond,9,9,100,11,64
2015,Grace and Frankie,1,1020,87,40,57
2016,Grace and Frankie,2,303,92,11,91
2017,Grace and Frankie,3,186,92,10,100
2018,Grace and Frankie,4,123,93,6,100
2019,Grace and Frankie,5,89,87,13,100
2020,Grace and Frankie,6,46,85,6,83
2019,PEN15,1,228,87,47,94
2020,PEN15,2,65,77,34,100
1985,The Golden Girls,1,15,85,14,86
1986,The Golden Girls,2,12,80,5,100
2019,The Mandalorian,1,7622,93,35,93
2020,The Mandalorian,2,268,92,52,94
2019,The Umbrella Academy,1,3976,85,88,75
2020,The Umbrella Academy,2,1471,89,83,90
1964,The Munsters,1,5,100,6,83
2019,Kingdom,1,457,97,14,93
2020,Kingdom,2,158,94,7,100
2016,Slasher,1,233,63,5,80
2017,Slasher,2,22,73,5,60
2020,50 States of Fright,1,7,71,13,85
2013,Sleepy Hollow,1,555,84,50,74
2014,Sleepy Hollow,2,498,77,15,100
2015,Sleepy Hollow,3,142,69,11,55
1995,Goosebumps,1,15,80,5,80
2016,The Exorcist,1,969,92,53,79
2017,The Exorcist,2,263,94,11,100
2012,Beauty and the Beast,1,105,74,36,19
2014,Inside No. 9,1,43,97,5,100
2015,Inside No. 9,2,24,100,6,100
2018,Inside No. 9,4,17,100,8,100
2016,Channel Zero,1,340,80,21,86
2019,Nancy Drew,1,169,70,30,53
2019,Chambers,1,210,72,38,42
2013,The Following,1,300,71,51,63
2014,The Following,2,332,63,18,50
2019,Marianne,1,164,89,15,93
2017,Room 104,1,284,48,39,87
2018,Room 104,2,24,76,9,89
2017,Hausen,1,29,96,8,63
2019,Dracula,1,1080,57,54,70
2014,Salem,1,266,78,31,48
2015,Salem,2,142,89,6,100
2016,Salem,3,36,68,5,100
2020,October Faction,1,572,50,6,33
2017,The Mist,1,840,48,46,61
2007,Torchwood,1,110,76,16,94
2008,Torchwood,2,97,85,10,100
2009,Torchwood,3,89,88,18,100
2011,Torchwood,4,88,65,30,83
2011,Being Human,1,52,89,11,64
2012,Being Human,2,29,91,5,80
2013,Being Human,3,26,88,5,80
2014,Being Human,4,85,88,7,86
2020,The Right Stuff,1,43,79,29,55
2018,Succession,1,260,83,82,88
2019,Succession,2,423,91,70,97
2016,Westworld,1,4952,92,101,87
2018,Westworld,2,2629,74,81,86
2020,Westworld,3,1171,60,60,74
2016,Billions,1,830,88,55,77
2017,Billions,2,294,91,16,89
2018,Billions,3,365,90,27,93
2019,Billions,4,123,86,19,97
2020,Billions,5,82,35,7,86
2019,Euphoria,1,1015,85,94,82
2012,Chicago Fire,1,72,79,33,48
2018,Altered Carbon,1,5928,90,95,68
2020,Altered Carbon,2,1586,36,35,83
2019,See,1,1059,85,51,43
2006,Heroes,1,362,94,18,83
2007,Heroes,2,227,66,10,50
2008,Heroes,3,192,48,14,50
2009,Heroes,4,224,54,7,29
2020,Snowpiercer,1,382,72,77,61
2011,Person of Interest,1,461,75,38,63
2012,Person of Interest,2,382,77,11,100
2013,Person of Interest,3,543,82,11,100
2014,Person of Interest,4,565,81,12,100
2016,Person of Interest,5,540,79,14,100
2015,Jessica Jones,1,116,83,80,94
2018,Jessica Jones,2,1890,66,86,83
2015,Sense8,1,3638,92,64,72
2017,Sense8,2,975,93,29,93
2019,Pandora,1,82,33,7,14
2001,Alias,1,56,92,34,82
2002,Alias,2,27,96,9,89
2003,Alias,3,21,95,5,80
2004,Alias,4,19,68,12,75
2005,Alias,5,17,88,7,100
2004,Stargate: Atlantis,1,35,85,9,67
2008,Stargate: Atlantis,5,22,76,5,80
2019,Stargirl,1,483,78,38,89
2018,Lost in Space,1,2274,74,75,68
2019,Lost in Space,2,817,85,12,83
2020,War of the Worlds,1,215,54,8,75
2019,For All Mankind,1,337,87,52,73
2016,The OA,1,2294,78,66,77
2019,The OA,2,1343,89,36,92
1999,Futurama,1,180,95,18,89
2002,Futurama,5,108,93,7,100
2010,Futurama,6,111,93,16,100
2012,Futurama,7,7,86,12,92
1992,The Barrier,1,9,78,11,64
1992,The Barrier,2,6,83,10,90
2017,Legion,1,3382,87,90,90
2018,Legion,2,1007,77,37,91
2019,Legion,3,252,90,27,93
2020,Tales from the Loop,1,362,75,62,84
2017,Iron Fist,1,11015,73,84,20
2018,Iron Fist,2,1617,70,47,55
2011,Moon Knight,1,219,68,38,79
2012,Moon Knight,2,116,78,21,81
2013,Moon Knight,3,107,79,13,77
2014,Moon Knight,4,245,66,8,88
2015,Moon Knight,5,123,56,10,70
2019,Another Life,1,2611,60,18,6
2017,Counterpart,1,1629,86,45,100
2018,Counterpart,2,207,93,22,100
2017,The Sinner,1,2187,87,41,90
2018,The Sinner,2,1427,81,33,97
2020,The Sinner,3,608,46,13,85
2012,Line of Duty,1,105,92,5,100
2013,Line of Duty,2,71,97,5,100
2016,Line of Duty,3,71,97,7,100
2017,Line of Duty,4,71,93,15,100
2019,Line of Duty,5,7,100,29,90
2010,Blue Bloods,1,70,85,31,84
2000,CSI: Crime Scene Investigation,1,45,95,12,92
2011,CSI: Crime Scene Investigation,12,15,83,10,70
2015,CSI: Crime Scene Investigation,16,11,86,5,100
2013,The Americans,1,1317,93,54,87
2014,The Americans,2,891,96,38,97
2015,The Americans,3,966,94,53,100
2016,The Americans,4,819,93,48,99
2017,The Americans,5,562,90,42,94
2018,The Americans,6,460,92,35,99
1990,Twin Peaks,1,1039,96,29,93
1990,Twin Peaks,2,707,88,12,78
2017,Twin Peaks,3,1938,83,96,94
2017,13 Reasons Why,1,4935,80,63,78
2018,13 Reasons Why,2,2081,53,52,27
2019,13 Reasons Why,3,1383,44,18,11
2020,13 Reasons Why,4,716,54,12,25
2015,Blindspot,1,510,74,63,68
2016,Blindspot,2,158,78,6,100
2013,Endeavour,1,56,96,7,57
2014,Endeavour,2,37,92,6,83
2018,Endeavour,5,94,95,12,100
2019,Endeavour,6,12,92,10,90
2020,Endeavour,7,8,100,6,100
2020,Perry Mason,1,301,75,82,76
2013,Broadchurch,1,959,95,36,94
2015,Broadchurch,2,655,89,31,84
2017,Broadchurch,3,619,91,43,98
2016,Hunters,1,85,59,14,0
2014,NCIS: New Orleans,1,132,65,30,60
2019,Prodigal Son,1,400,86,33,58
1984,"Murder, She Wrote",1,6,83,14,100
2017,Taboo,1,1621,92,67,76
2018,Station 19,1,142,37,17,65
2018,FBI,1,175,55,24,63
2013,Bates Motel,1,855,88,45,82
2014,Bates Motel,2,691,89,21,90
2015,Bates Motel,3,454,93,21,95
2016,Bates Motel,4,440,94,17,100
2017,Bates Motel,5,495,90,21,100
2016,The Magicians,1,834,79,46,74
2017,The Magicians,2,397,90,22,91
2018,The Magicians,3,509,88,13,100
2019,The Magicians,4,145,77,29,93
2019,The Magicians,5,205,66,10,100
2010,Luther,1,545,92,23,91
2011,Luther,2,336,92,13,100
2013,Luther,3,292,94,25,88
2015,Luther,4,343,88,14,79
2019,Luther,5,32,69,40,85
2017,C.B. Strike,1,54,91,19,84
2018,C.B. Strike,3,30,100,8,88
2018,Mystery Road,1,15,82,15,100
1990,"Beverly Hills, 90210",1,9,88,5,60
2016,Shadowhunters,1,1038,71,25,44
2017,Shadowhunters,2,565,91,7,86
2018,Shadowhunters,3,561,93,6,100
2012,Dallas,1,11,100,31,58
2013,Dallas,2,11,100,16,94
2014,Dallas,3,41,88,8,75
2020,Outer Banks,1,601,86,21,71
2012,Nashville,1,140,91,51,90
2013,Nashville,2,118,85,9,100
2014,Nashville,3,109,93,8,100
2015,Nashville,4,70,88,9,89
2016,Nashville,5,183,32,7,86
2017,Nashville,6,36,32,5,80
2013,Masters of Sex,1,789,91,59,90
2014,Masters of Sex,2,445,92,44,98
2015,Masters of Sex,3,162,76,32,69
2016,Masters of Sex,4,72,88,10,80
2013,The Fosters,1,189,92,18,89
2014,The Fosters,2,130,91,5,100
2015,The Fosters,3,85,91,5,100
2017,The Fosters,5,108,62,9,100
2013,Atlantis,1,64,58,13,62
2015,Home and Away,1,1294,83,55,78
2016,Home and Away,2,334,51,14,43
2017,Dynasty,1,56,79,47,49
2015,Versailles,1,244,89,14,71
2018,Versailles,3,60,75,9,44
2017,The Punisher,1,6026,90,78,67
2019,The Punisher,2,1756,71,35,60
2010,Hawaii Five-0,1,11,82,40,83
2013,Hawaii Five-0,4,81,83,5,100
2016,Queen of the South,1,289,91,19,68
2018,Queen of the South,3,154,91,5,80
2019,9-1-1,1,205,46,11,73
2017,SEAL Team,1,277,83,24,71
2018,Sacred Games,1,1752,93,26,92
2019,Sacred Games,2,175,73,5,60
2014,Scorpion,1,645,75,48,42
2015,Scorpion,2,152,82,5,80
2018,Condor,1,180,88,14,86
2019,Hanna,1,384,84,39,67
2020,Hanna,2,200,75,15,93
2020,Cobra,1,14,50,11,64
2019,9-1-1: Lone Star,1,205,46,11,73
2015,Fauda,1,237,93,6,100
2018,Fauda,2,65,97,6,100
2020,Fauda,3,55,84,6,100
2019,Criminal: UK,1,45,91,38,84
2017,Babylon Berlin,1,612,95,33,100
2014,Bosch,1,380,91,30,83
2016,Bosch,2,192,97,14,100
2017,Bosch,3,153,96,10,100
2018,Bosch,4,147,98,10,100
2019,Bosch,5,111,94,6,100
2020,Bosch,6,29,79,10,100
2013,Wentworth,1,119,98,13,77
1992,Batman: The Animated Series,1,84,100,19,95
1995,Batman: The Animated Series,4,38,97,8,100
2012,Longmire,1,196,93,28,86
2013,Longmire,2,136,91,5,80
2015,Longmire,4,261,97,7,100
2016,Animal Kingdom,1,389,91,34,76
2017,Animal Kingdom,2,107,96,5,80
2013,Ray Donovan,1,310,91,43,77
2014,Ray Donovan,2,284,92,11,73
2015,Ray Donovan,3,231,93,13,77
2016,Ray Donovan,4,135,79,6,50
2017,Ray Donovan,5,195,67,5,100
2018,Ray Donovan,6,69,93,5,60
2018,Narcos: Mexico,1,281,90,38,89
2020,Narcos: Mexico,2,209,93,15,87
2001,Cowboy Bebop,1,142,96,22,100
2010,Dragon Ball Z,1,11,70,8,88
2020,Jurassic World: Camp Cretaceous,1,66,83,11,73
2015,F Is for Family,1,367,90,19,84
2017,F Is for Family,2,178,95,9,89
2013,Steven Universe,1,129,91,12,100
2015,Steven Universe,2,89,92,6,100
2016,Steven Universe,3,85,90,9,100
2016,Steven Universe,4,85,90,8,100
2017,Steven Universe,5,121,90,13,100
2019,Steven Universe,6,59,73,7,100
2018,The Dragon Prince,1,558,92,11,100
2019,The Dragon Prince,2,131,95,6,100
2019,The Dragon Prince,3,140,93,7,100
2019,What If...?,1,59,64,33,42
2019,Undone,1,578,93,53,98
2011,Steins;Gate,1,62,97,5,100
2018,Final Space,1,1020,95,10,70
2020,Hoops,1,86,50,14,14
2019,Solar Opposites,1,204,77,30,90
2020,The Midnight Gospel,1,465,89,27,93
2020,Dragon's Dogma,1,43,49,5,100
2005,The Boondocks,1,138,95,17,59
2014,The Boondocks,4,145,45,8,50
2001,Samurai Jack,1,63,91,5,80
2004,Samurai Jack,4,41,97,7,100
2017,Samurai Jack,5,460,96,23,100
2016,Trollhunters: Tales of Arcadia,1,338,97,16,94
2020,Close Enough,1,58,81,19,100
2020,Long Way Up,1,7,100,5,100
2017,A Series of Unfortunate Events,1,1654,82,70,94
2018,A Series of Unfortunate Events,2,328,89,17,94
2015,Into the Badlands,1,803,87,49,63
2017,Into the Badlands,2,422,88,9,100
2018,Into the Badlands,3,375,92,8,88
2016,Insecure,1,729,79,65,100
2017,Insecure,2,309,71,41,98
2018,Insecure,3,113,82,27,94
2020,Insecure,4,63,87,20,95
2018,"Magnum, P.I.",1,22,82,21,57
2018,Magnum P.I.,1,22,82,21,57
2019,The Dark Crystal: Age of Resistance,1,1035,94,77,88
1989,Family Matters,1,6,67,10,70
2017,Future Man,1,525,90,39,82
2019,Future Man,2,152,76,9,100
2014,Marco Polo,1,2483,93,45,33
2016,Marco Polo,2,764,94,6,100
2016,Timeless,1,827,87,41,83
2018,Timeless,2,682,95,14,100
2016,The Shannara Chronicles,1,642,72,28,57
2017,The Shannara Chronicles,2,412,90,5,100
2016,Frontier,1,299,78,22,50
2017,Frontier,2,90,86,5,100
2014,You're the Worst,1,625,94,33,82
2015,You're the Worst,2,535,91,34,97
2016,You're the Worst,3,378,85,29,100
2017,You're the Worst,4,151,86,15,100
2019,You're the Worst,5,83,84,13,100
2010,The Avengers,1,8,100,5,100
2014,The Game,1,258,92,22,95
2005,Zoey 101,1,5,40,5,80
1984,The Cosby Show,1,8,50,10,90
2019,Ramy,1,235,84,38,97
2020,Ramy,2,93,92,30,97
2019,Mad About You,1,13,85,19,42
2020,High Fidelity,1,213,79,71,86
2007,Gavin & Stacey,1,5,100,9,100
2009,Gavin & Stacey,3,11,100,9,94
2020,"Love, Victor",1,362,94,45,93
2019,Good Trouble,1,231,80,13,100
2019,Miracle Workers,1,145,78,39,74
2020,Miracle Workers,2,57,75,9,78
2004,Joey,1,19,82,26,50
2020,Young & Hungry,1,57,70,12,58
2016,Search Party,1,415,86,36,100
2017,Search Party,2,127,96,26,96
2020,Search Party,3,22,86,21,90
1993,Lois & Clark: The New Adventures of Superman,1,15,87,13,92
1994,Lois & Clark: The New Adventures of Superman,2,9,78,5,80
1985,Moonlighting,1,6,83,12,92
2019,Four Weddings and a Funeral,1,140,81,38,42
2012,Baby Daddy,1,49,83,11,36
2011,Awkward.,1,104,83,22,95
2012,Awkward.,2,59,85,9,100
2013,Awkward.,3,96,74,7,86
2014,Awkward.,4,81,75,5,60
2015,Awkward.,5,65,73,6,50
2020,Run,1,157,45,51,80
2002,Kim Possible,1,10,78,5,100
1996,Sabrina the Teenage Witch,1,28,73,15,93
2018,Warrior Nun,1,655,74,33,70
2018,Siren,1,479,88,19,95
2016,Wynonna Earp,1,555,90,14,79
2017,Wynonna Earp,2,303,95,15,100
2018,Wynonna Earp,3,213,88,14,100
2020,Wynonna Earp,4,144,98,8,88
2019,The Morning Show,1,1544,93,104,61
2017,The Good Doctor,1,2153,88,43,63
2004,House of Cards,1,382,97,19,84
2008,House of Cards,5,240,97,12,100
2009,House of Cards,6,208,93,13,92
2011,House of Cards,8,344,92,13,85
2001,Scrubs,1,249,91,24,96
2003,Scrubs,3,159,96,7,100
2006,Scrubs,5,142,92,6,83
2006,Scrubs,6,144,92,7,71
2009,Scrubs,8,162,93,8,100
2009,Scrubs,9,201,41,15,53
2018,V-Wars,1,5072,96,9,56
2019,Black Summer,1,813,57,18,78
1991,"Eerie, Indiana",1,5,100,6,100
2014,Tremors,1,77,72,15,93
2015,Tremors,2,17,82,8,100
2016,Tremors,3,41,74,8,100
2005,Masters of Horror,1,20,88,10,70
2006,Masters of Horror,2,11,89,7,57
1955,Alfred Hitchcock Presents,1,10,89,12,100
2014,Bitten,1,162,77,16,50
2014,Constantine,1,77,79,47,72
2018,Light as a Feather,1,50,74,10,50
2017,Lore,1,103,68,25,68
2014,Dominion,1,244,79,27,48
2015,Dominion,2,147,93,5,100
2019,Two Sentence Horror Stories,1,48,44,6,67
2019,The Passage,1,372,85,26,62
2016,American Gothic,1,96,77,24,58
2016,Stan Against Evil,1,103,86,15,67
2016,Wolf Creek,1,54,64,13,77
2015,Humans,1,1011,91,62,89
2016,Humans,2,271,87,17,94
2018,Humans,3,106,80,13,100
2018,Black Lightning,1,2335,54,51,96
2018,Black Lightning,2,280,45,10,91
2019,Black Lightning,3,137,44,7,100
1996,3rd Rock from the Sun,1,14,86,12,42
2018,The Rain,1,677,62,33,82
2015,12 Monkeys,1,684,81,42,60
2016,12 Monkeys,2,334,87,12,92
2017,12 Monkeys,3,167,82,10,100
2018,12 Monkeys,4,199,86,11,100
2016,Luke Cage,1,148,64,72,90
2018,Luke Cage,2,1156,68,62,85
2017,Runaways,1,2017,85,81,86
2018,Runaways,2,1253,90,22,86
2019,Runaways,3,98,65,11,91
2019,The Society,1,381,78,36,86
1989,Quantum Leap,1,15,86,12,100
1992,Quantum Leap,5,8,100,6,50
2016,Colony,1,595,78,31,84
2017,Colony,2,382,84,6,100
2019,"Roswell, New Mexico",1,289,65,20,55
2016,3%,1,29,79,20,85
2018,Better Than Us,1,120,82,5,100
1999,Farscape,1,43,93,12,100
2000,Farscape,2,35,97,9,100
2001,Farscape,3,30,100,5,80
2002,Farscape,4,28,93,6,83
2019,Emergence,1,261,82,34,94
2018,White Wall,1,28,47,19,53
2017,Salvation,1,425,80,21,48
2015,Dark Matter,1,698,87,19,68
2016,Dark Matter,2,306,92,7,100
2017,Dark Matter,3,265,91,7,100
2015,Minority Report,1,180,50,61,28
2015,Agent Carter,1,2532,88,46,96
2016,Agent Carter,2,891,81,21,76
2000,Andromeda,1,14,50,8,38
2018,Bodyguard,1,1937,83,69,93
2018,Elite,1,393,83,14,100
2019,Elite,2,239,90,12,92
2014,Gomorrah,1,308,89,19,95
2016,Gomorrah,2,62,88,5,80
2017,Law & Order: Criminal Intent,1,58,86,39,64
2018,Tell Me a Story,1,57,62,15,60
2017,Absentia,1,194,70,15,47
2018,Bron/Broen,4,32,96,13,62
2018,Manifest,1,64,73,37,57
2002,The Shield,1,66,88,21,95
2003,The Shield,2,37,97,12,92
2004,The Shield,3,36,97,14,93
2005,The Shield,4,36,100,11,82
2006,The Shield,5,33,97,12,100
2007,The Shield,6,34,94,17,76
2008,The Shield,7,42,100,33,97
1997,Oz,1,83,94,12,67
1998,Oz,2,54,96,6,100
1999,Oz,3,52,98,6,100
2003,Oz,6,50,92,11,91
2011,Revenge,1,192,89,36,81
2012,Revenge,2,138,65,10,40
2013,Revenge,3,213,80,9,67
2014,Revenge,4,214,82,8,88
2019,Sanditon,1,575,95,29,62
2019,The L Word,1,97,72,29,83
2009,The Good Wife,1,300,94,39,85
2010,The Good Wife,2,148,96,26,96
2011,The Good Wife,3,130,96,23,96
2012,The Good Wife,4,122,96,24,96
2013,The Good Wife,5,294,96,24,100
2014,The Good Wife,6,720,86,35,94
2015,The Good Wife,7,174,80,44,91
2016,Travelers,1,1315,95,9,100
2012,Elementary,1,272,86,62,85
2013,Elementary,2,284,93,17,100
2014,Elementary,3,217,84,14,100
2015,Elementary,4,184,85,15,100
2016,Elementary,5,92,88,6,100
